,mcc,mpc,ddi_0,ddi_1,ddi_2,ddi_3,ddi_4,ddi_5,ddi_6,ddi_7,ddi_8,ddi_9,ddi_10,ddi_11,ddi_12,ddi_13,ddi_14,ddi_15,ddi_16,ddi_17,ddi_18,entropy_0,entropy_1,entropy_2,entropy_3,entropy_4,entropy_5,entropy_6,entropy_7,entropy_8,entropy_9,entropy_10,entropy_11,entropy_12,entropy_13,entropy_14,entropy_15,entropy_16,entropy_17,entropy_18,awd_0,awd_1,awd_2,awd_3,awd_4,awd_5,awd_6,awd_7,awd_8,awd_9,awd_10,awd_11,awd_12,awd_13,awd_14,awd_15,awd_16,awd_17,awd_18,awe_pli_0,awe_pli_1,awe_pli_2,awe_pli_3,awe_pli_4,awe_pli_5,awe_pli_6,awe_pli_7,awe_pli_8,awe_pli_9,awe_pli_10,awe_pli_11,awe_pli_12,awe_pli_13,awe_pli_14,awe_pli_15,awe_pli_16,awe_pli_17,awe_pli_18,class
1433,0.3183162212,0.0199886803,3.7179086208,3.6825523376,4.4227209091,4.3718705177,4.3104696274,4.0787143707,4.5215663910,4.0244832039,4.4311227798,4.7117390633,3.9273834229,4.3472027779,4.1594939232,3.9772987366,4.4707574844,3.7691016197,4.5170803070,4.5994548798,4.1701345444,3.5473582745,3.4940280914,3.4885709286,3.5145084858,3.5990331173,3.4362390041,3.5576896667,3.5969951153,3.4936454296,3.6198403835,3.6526901722,3.6178023815,3.6497981548,3.6503252983,3.6002173424,3.5607261658,3.5253109932,3.5686926842,3.5070130825,16.4225196838,16.1270332336,15.7507333755,15.9337892532,16.2791614532,15.7314138412,16.2172279358,15.6302661896,16.3950080872,16.9311943054,16.1064243317,17.1845664978,17.9248828888,16.5366592407,17.2269897461,15.0965509415,15.7143764496,16.1050148010,15.7362079620,0.3284210563,0.1389473677,0.1473684162,0.1578947306,0.1705263108,0.2210526317,0.1515789479,0.1536842138,0.1494736820,0.2463157922,0.1810526252,0.1410526335,0.1663157940,0.2673684061,0.1536842138,0.1157894731,0.1494736820,0.1368421018,0.1536842138,1.0000000000
58,0.3514085412,0.0199999996,3.0633981228,3.5858712196,3.3473095894,3.4404242039,2.9983832836,3.5673260689,2.9295184612,2.9363858700,2.7557399273,3.3120398521,3.4322323799,3.3901689053,2.8380339146,2.8454542160,3.1674189568,3.2241818905,3.0150763988,3.4674742222,3.1705286503,3.4828088284,3.6297917366,3.4000020027,3.4841074944,3.3873631954,3.4612026215,3.4410769939,3.3967058659,3.3694312572,3.4128787518,3.5577809811,3.6737864017,3.4795961380,3.4958543777,3.5076560974,3.4835360050,3.5834650993,3.5412025452,3.4475853443,14.3024349213,15.0690889359,14.2517080307,14.2211961746,14.7892732620,15.3242502213,13.7098913193,14.4309587479,13.3429832458,14.4010696411,14.1321277618,15.1362009048,13.6514501572,14.3665876389,13.6551599503,14.8365993500,13.9443731308,14.4494895935,14.2305374146,0.2778947353,0.1431578994,0.2484210581,0.1515789479,0.2357894778,0.1978947371,0.3305263221,0.1768421084,0.2821052670,0.2926315665,0.0842105225,0.1621052623,0.1515789479,0.1705263108,0.1642105281,0.2042105198,0.1747368425,0.1936842054,0.2147368342,0.0000000000
1348,0.1972368062,0.0198245607,2.9018616676,3.0143983364,2.3932573795,2.8318343163,2.8533823490,3.0796439648,2.6938533783,2.9911756516,3.0911180973,2.8268408775,2.7687604427,2.9097039700,3.1683459282,2.9079108238,3.3441352844,3.0950992107,2.6766471863,2.6265811920,2.7975258827,3.3134660721,3.2905611992,3.1549468040,3.3758544922,3.2611477375,3.2998490334,3.2435908318,3.1431999207,3.2117216587,3.3245692253,3.3154633045,3.2596108913,3.1321833134,3.2349467278,3.2500994205,3.2643601894,3.2410769463,3.3073632717,3.1563003063,12.0222320557,12.2123661041,11.5462369919,11.8321199417,10.9484443665,11.7351226807,10.9703207016,11.4340076447,11.5399475098,12.0985774994,11.6418390274,12.5298595428,10.8434591293,12.6473598480,11.9411916733,11.3926267624,10.8927221298,11.3538064957,11.0780096054,0.1515789479,0.2694736719,0.4336842000,0.1684210449,0.2063157856,0.1873684227,0.2126315832,0.2063157856,0.1936842054,0.2210526317,0.4905263186,0.1410526335,0.1684210598,0.1473684162,0.2568421066,0.2105263174,0.1726315767,0.1789473593,0.3073684275,1.0000000000
1729,0.2301642001,0.0198804922,2.6960449219,2.5638747215,2.9595944881,2.6280794144,3.1096553802,3.2705776691,3.0015428066,3.3353476524,3.3604969978,3.4517266750,2.8253173828,2.8850998878,2.9570033550,3.0525238514,3.0728330612,2.6581652164,3.1857590675,3.2459855080,3.0743803978,3.4472925663,3.4774880409,3.5085799694,3.5570821762,3.5011477470,3.5909521580,3.5532696247,3.6329493523,3.6382427216,3.5932695866,3.4581718445,3.5663702488,3.3862721920,3.4835360050,3.5468871593,3.4390795231,3.4450595379,3.4187951088,3.3798489571,14.1189622879,14.7377996445,15.5937709808,14.9331226349,14.9076299667,14.6382789612,15.4159803391,15.0242767334,15.5625686646,15.5577116013,14.7220087051,15.3332824707,15.2583799362,14.3583927155,15.7540130615,13.6950120926,15.4693346024,14.8910694122,15.2193679810,0.1557894796,0.1410526335,0.1768421084,0.0863157883,0.1831578910,0.1578947306,0.1221052632,0.2042105198,0.1326315701,0.1599999964,0.1915789545,0.2252631634,0.1389473677,0.2084210515,0.1284210533,0.1115789488,0.2526315749,0.2126315832,0.1642105281,2.0000000000
55,0.3574818969,0.0101333335,2.9894449711,2.9942119122,2.9694805145,3.0068883896,3.2384521961,3.0554182529,2.7761473656,3.0547609329,2.6575610638,2.9539015293,2.8215119839,2.6958940029,2.7473714352,2.7076840401,2.6484746933,2.7165055275,3.1155428886,3.0635695457,3.1534230709,3.1974606514,3.1652679443,3.0408115387,3.2002398968,3.2198491096,2.9580078125,3.2125585079,3.1615967751,3.2357835770,3.1117923260,3.2461047173,3.1411476135,3.2343335152,3.0505611897,3.2402949333,3.1624610424,3.1644582748,3.1632156372,3.0673632622,10.7991752625,10.0540027618,10.4112148285,10.5181541443,10.4552764893,9.2977828979,10.0163021088,9.8183135986,9.9486980438,10.5294799805,11.1099262238,9.3622665405,10.4290285110,9.4535350800,10.3349580765,10.1685743332,10.3316087723,9.8575658798,9.6476049423,0.6315789223,0.6105263233,0.5221052766,0.4315789342,0.3894736767,0.4526315629,0.3221052587,0.3136841953,0.2968420982,0.2505263090,0.5684210658,0.5831578970,0.4442105293,0.3915789425,0.3052631617,0.3031578958,0.3010526299,0.3368421197,0.2505263090,0.0000000000
147,0.3842195868,0.0196633879,2.9661157131,3.0831809044,3.3362183571,2.9845840931,2.8159551620,3.1057047844,2.7742624283,2.6282248497,2.5599153042,2.8492872715,3.4405801296,3.5460996628,2.7595419884,2.9189846516,3.4387626648,3.1063883305,2.8693044186,2.6714448929,2.7297980785,3.7182974815,3.6664958000,3.6231997013,3.5672924519,3.5819845200,3.4435908794,3.5911552906,3.5039818287,3.6128787994,3.5420699120,3.7464957237,3.6468868256,3.6599872112,3.5537862778,3.5567619801,3.5163002014,3.4920630455,3.5350997448,3.4264957905,16.2522087097,14.8634500504,16.0858154297,14.2723131180,14.7197971344,14.5257482529,14.5448026657,14.5013427734,17.2175884247,13.9339103699,16.8379650116,16.2102069855,16.2618503571,14.3423099518,15.8346347809,13.8344287872,14.4273109436,13.4041900635,15.3257923126,0.1263157874,0.2042105198,0.1642105281,0.1894736886,0.1936842054,0.1705263108,0.3115789592,0.1810526252,0.1894736886,0.1599999964,0.3831578791,0.1957894713,0.1768421084,0.1621052623,0.2357894778,0.3873684108,0.1852631569,0.2757894695,0.2126315832,0.0000000000
44,0.3581601679,0.0199236106,3.6265113354,3.7425441742,3.7635877132,3.9760296345,3.6413307190,3.8894805908,3.6413307190,3.6772980690,3.7258036137,3.6821565628,3.5866260529,3.5469045639,3.5820119381,3.6773760319,3.7001883984,3.6237621307,3.7962882519,3.8446288109,3.6841180325,3.2031807899,3.1632156372,3.1615934372,3.2296745777,3.1829068661,3.1002759933,3.1829068661,3.1179225445,3.2000019550,3.0359251499,3.2683110237,3.1632156372,3.3412024975,3.2737863064,3.3188142776,3.0559091568,3.0769653320,3.1320629120,3.1533763409,12.2263984680,13.1526479721,12.2974233627,12.6378383636,12.1809806824,11.9522447586,12.1713647842,11.7984199524,12.4089756012,11.9048957825,11.7894363403,12.8134641647,12.2264604568,12.6882228851,12.1688308716,11.8523321152,12.2456722260,12.1575126648,11.9053716660,0.1894736886,0.2021052539,0.2252631634,0.2042105198,0.1557894796,0.1873684227,0.1936842054,0.1578947306,0.3305263221,0.1578947306,0.3515789509,0.3136842251,0.2252631634,0.3452631533,0.1452631503,0.1663157940,0.1957894713,0.2168421000,0.1452631503,0.0000000000
1862,0.3001801074,0.0198739767,2.5924708843,2.5658371449,2.6077620983,2.8194720745,2.5938272476,2.8430192471,2.8202931881,2.4373652935,2.8207895756,2.5496575832,2.5160684586,2.5676629543,2.5420923233,2.9441542625,2.5436124802,2.2887344360,2.5813741684,2.5713632107,1.9901790619,3.1331024170,3.3766913414,3.3056039810,3.4533405304,3.3162453175,3.6194739342,3.5607566833,3.4113979340,3.4374606609,3.5333404541,3.4100444317,3.3476562500,3.3897917271,3.4110229015,3.4497241974,3.4570147991,3.4272811413,3.2113981247,3.3909521103,10.9299869537,11.9293270111,12.1434059143,13.5044212341,11.6730184555,13.4638309479,14.2055797577,12.4292011261,13.9413642883,12.2676353455,11.9244413376,11.6166553497,11.9316225052,13.1818809509,13.4304208755,12.1025371552,12.5254354477,11.7078227997,11.4368801117,0.2905263305,0.3810526431,0.3242105246,0.2631579041,0.3031578958,0.2631579041,0.1831578910,0.3452631533,0.3199999928,0.2294736803,0.3873684108,0.4842105210,0.2652631700,0.2442105263,0.2126315832,0.2715789378,0.3515789509,0.2147368342,0.2231578976,2.0000000000
1212,0.4253960550,0.0152469138,5.2583770752,2.8528554440,5.4975023270,5.6886720657,4.7916331291,5.7411561012,7.2606220245,6.7380313873,6.3747763634,6.5731310844,5.8608040810,5.0037770271,5.0474109650,7.5854878426,6.5272979736,8.2931318283,5.3910088539,6.3541650772,5.1787447929,3.4370930195,3.6023964882,3.6249148846,3.6343922615,3.4662528038,3.6403207779,3.6252415180,3.5093779564,3.5829143524,3.5246541500,3.5727686882,3.5607261658,3.5328063965,3.6352462769,3.6185152531,3.5654704571,3.6403207779,3.5073959827,3.4919340611,15.2629613876,15.7244062424,17.0507068634,15.8446626663,15.7629432678,15.7446451187,16.3637638092,16.3623027802,16.1479339600,15.4423904419,16.0907878876,15.4563379288,15.7280578613,16.4584808350,15.9082078934,16.8775768280,16.3237133026,16.0006980896,16.2315864563,0.1326315850,0.3157894611,0.1263157874,0.1831578910,0.1557894796,0.3494736850,0.2357894629,0.2442105263,0.1115789488,0.1768421084,0.1663157940,0.1726315767,0.4273684323,0.2947368324,0.1431578994,0.1936842054,0.1052631587,0.1368421018,0.1894736886,1.0000000000
840,0.3166326880,0.0211111102,4.3537783623,4.5940241814,4.2917304039,4.5751500130,4.7283329964,4.5213980675,4.0528683662,4.2252483368,4.1187052727,3.6877450943,4.5315957069,4.3295340538,4.3206243515,4.0982661247,4.3786993027,4.3579549789,4.5369920731,4.3778743744,3.8254878521,3.2608273029,3.2102682590,3.3612184525,3.3054208755,3.3210768700,3.2265813351,3.1694862843,3.2922654152,3.2112159729,3.2928786278,3.3779931068,3.3288841248,3.3453660011,3.2620699406,3.1074740887,3.3154084682,3.3094153404,3.1848220825,3.2960219383,13.2719993591,14.2864942551,13.3203134537,14.2234277725,14.1613140106,13.1870355606,12.9762897491,12.8124399185,13.2658338547,12.6871261597,13.2230930328,13.6355781555,13.8446016312,12.8401412964,13.3456048965,13.9983510971,14.4751520157,13.5766286850,13.2495307922,0.1957894713,0.1726315767,0.1852631569,0.1936842054,0.1557894647,0.2042105198,0.1473684162,0.2526315749,0.1221052632,0.1642105281,0.1663157940,0.1705263108,0.3178947270,0.2736842036,0.2000000030,0.1810526252,0.2505263090,0.2673684061,0.1389473677,1.0000000000
1465,0.2925509810,0.0211111102,4.6067924500,3.8784716129,3.5631740093,4.2150683403,4.1217732430,4.4719891548,4.0921549797,4.7131519318,4.3484740257,3.9024398327,3.8345642090,4.1626691818,4.3552541733,5.4598951340,4.1958565712,5.6364359856,3.8539958000,4.1909437180,3.5213949680,3.5680472851,3.4626832008,3.5851421356,3.4574766159,3.5982427597,3.5472810268,3.6357836723,3.6521799564,3.5333404541,3.5582427979,3.4561746120,3.3946266174,3.5778517723,3.4855880737,3.5823080540,3.4897241592,3.6550176144,3.5557837486,3.4918596745,14.8582019806,14.2591018677,14.0419244766,14.2867126465,14.1771078110,14.9555244446,14.6428585052,15.2521800995,14.4077081680,14.4018297195,14.2710428238,14.4889144897,14.4054088593,15.2358436584,13.9404220581,15.2834262848,15.1212930679,14.3506059647,14.6566562653,0.3284210563,0.1726315767,0.1747368425,0.1642105281,0.1894736886,0.2231578976,0.1368421018,0.1347368360,0.1852631569,0.1178947389,0.1957894713,0.2105263174,0.1957894713,0.1642105281,0.2757894695,0.1305263191,0.1515789479,0.3052631617,0.1642105281,1.0000000000
1603,0.2830506861,0.0199138634,5.2099943161,4.9578185081,3.6319205761,3.4654037952,3.7198541164,3.0590202808,2.8920810223,2.9354004860,3.8483269215,3.1124954224,4.2356939316,5.2973666191,3.4605679512,4.4757514000,3.3987419605,4.0464444160,3.1564681530,3.6588008404,3.6732547283,3.7799870968,3.6310291290,3.7174057961,3.5884382725,3.6933405399,3.6460499763,3.5648894310,3.6269013882,3.3159251213,3.5963003635,3.6801385880,3.5181984901,3.7308814526,3.6460499763,3.7381720543,3.6651422977,3.5423903465,3.5028247833,3.6533403397,17.9614238739,17.1439399719,16.5579433441,16.0850963593,18.1241321564,15.9275827408,16.4405269623,17.3237133026,13.5536184311,17.1511154175,17.4431419373,16.7576427460,17.5224456787,15.9341392517,17.5815181732,16.0317859650,15.4876632690,16.3126220703,15.9882974625,0.2168421000,0.2105263174,0.3115789592,0.2757894695,0.2694736719,0.2905263007,0.2652631700,0.2484210581,0.2378947288,0.2042105198,0.2315789461,0.3136842251,0.3768421113,0.5284210443,0.2168421000,0.5515789390,0.2568421066,0.2884210348,0.2336842120,2.0000000000
1245,0.3022553027,0.0199823137,5.9748911858,6.3067455292,6.1732058525,5.9624819756,5.3875060081,4.9888420105,4.9548578262,4.6019701958,4.5006079674,4.9381284714,5.8958468437,5.6842894554,5.6305937767,5.2310233116,4.9122252464,4.3284883499,6.1116003990,6.2719907761,4.8740816116,3.6689548492,3.5534112453,3.5889549255,3.5235359669,3.6508812904,3.6533403397,3.5610768795,3.5957837105,3.4689548016,3.3759093285,3.7268867493,3.5803108215,3.7411475182,3.6452128887,3.6312723160,3.5967619419,3.7137863636,3.4961745739,3.5456588268,16.6614646912,16.5385913849,16.7588462830,16.4984207153,16.1697750092,16.0858860016,15.5493516922,15.3346834183,15.1556882858,14.4876384735,17.2228031158,15.1936674118,17.3486061096,15.8875885010,16.1185874939,15.3320569992,16.6624011993,16.6643180847,15.3399038315,0.2147368491,0.2021052688,0.1431578994,0.2926315665,0.2000000030,0.2021052688,0.2231578976,0.2126315832,0.3031578958,0.2778947353,0.1894736886,0.1831578910,0.2042105198,0.1747368425,0.1747368425,0.1578947306,0.2505263090,0.1494736820,0.1936842054,1.0000000000
1272,0.3350138962,0.0199999996,7.8195257187,6.9936485291,8.4045391083,8.1013002396,5.0419974327,7.2568511963,4.5890617371,7.2246503830,5.5155258179,5.9452376366,6.4979324341,3.9605402946,8.0838871002,4.9288072586,5.8681173325,6.9130568504,7.4589757919,6.1914825439,6.0309472084,3.6069436073,3.5898299217,3.4765281677,3.6598026752,3.6977269650,3.7902181149,3.5299143791,3.5219478607,3.6723165512,3.6781005859,3.6403207779,3.3812010288,3.5024659634,3.6115469933,3.6526901722,3.5532867908,3.7576951981,3.7597332001,3.7248454094,17.1873588562,16.4011306763,17.0775928497,17.6693038940,16.1216049194,18.3203582764,15.7248392105,16.0413379669,16.6054115295,16.9276771545,17.1736793518,15.5022792816,16.3355026245,15.9378719330,15.9673957825,17.1014862061,18.2116889954,18.0241832733,18.4693565369,0.3915789425,0.2505263090,0.3073684275,0.2357894778,0.2842105329,0.2505263090,0.2968420982,0.2821052670,0.4042105377,0.4105263054,0.1347368360,0.1663157940,0.1010526270,0.1873684227,0.2505263090,0.2821052670,0.2652631700,0.2610526383,0.3452631533,1.0000000000
1923,0.3029123843,0.0199999996,3.0795710087,2.5232551098,2.3158359528,2.0573222637,2.4534809589,2.1976354122,2.3978779316,2.0902731419,2.3799111843,2.2840993404,2.5851707458,2.3709466457,2.4456989765,2.1720590591,2.2382614613,2.1433067322,2.1819708347,2.1509575844,2.3080558777,3.5134661198,3.2600727081,3.4390795231,3.3158280849,3.4251422882,3.3942480087,3.5104904175,3.3718037605,3.2952105999,3.2550723553,3.3939278126,3.2623901367,3.4259791374,3.5501973629,3.5396668911,3.3713979721,3.3252952099,3.3426830769,3.3052837849,13.2978076935,14.2684440613,13.5831985474,13.8321647644,13.3741064072,13.9631204605,13.4705972672,12.7632055283,13.2701673508,12.9111766815,12.9941825867,13.7029333115,13.4779548645,14.2909755707,13.6057157516,13.4807987213,12.3758811951,12.6252088547,13.1117353439,0.5747368336,0.2547368407,0.3705263138,0.1431578994,0.1473684162,0.1557894796,0.1663157940,0.1789473742,0.1894736886,0.1494736820,0.1663157940,0.0757894740,0.1557894647,0.1515789479,0.1705263108,0.1978947371,0.2084210515,0.1747368425,0.2589473724,2.0000000000
1670,0.2542883158,0.0197433364,4.8713274002,3.9698383808,4.0260243416,3.8041350842,4.4159235954,3.9708254337,4.1194543839,4.0226583481,3.9262049198,3.7565429211,3.9291734695,3.1244838238,3.8082149029,4.1262645721,3.6358168125,4.0539698601,4.5250582695,3.4639935493,3.5170235634,3.7697379589,3.5522885323,3.4991025925,3.6298449039,3.7643365860,3.7209548950,3.6541774273,3.4357678890,3.5358543396,3.3820700645,3.5924875736,3.6550996304,3.5812065601,3.4799473286,3.3945686817,3.4699428082,3.7717759609,3.7839069366,3.4960663319,20.0803184509,17.6602554321,16.6791114807,17.3143672943,19.6383666992,17.3857650757,16.3972187042,14.9606361389,13.9152727127,13.4808025360,15.3155431747,16.7026824951,16.5644245148,17.0345096588,15.0137720108,14.7484073639,20.5552539825,18.6605625153,16.0921802521,0.4294736683,0.3389473557,0.1473684162,0.2589473724,0.2042105198,0.2421052605,0.3473684192,0.3410526216,0.3326315880,0.2736842036,0.4168421030,0.2842105329,0.2652631700,0.2442105263,0.2463157922,0.2231578976,0.3473684192,0.2084210515,0.1747368425,2.0000000000
1675,0.1716635376,0.0198079553,2.9713163376,3.5792813301,3.1204507351,3.1039829254,2.5889179707,3.6223342419,2.8109374046,6.6311984062,3.7676737309,3.2043344975,2.2998692989,4.2530574799,2.3221855164,2.7893252373,2.3041911125,2.7874133587,3.2891030312,3.4467906952,6.1538858414,3.3604776859,3.5298540592,3.6018691063,3.6457219124,3.5502800941,3.5383203030,3.4456489086,3.8727047443,3.6883883476,3.8272852898,3.5314285755,3.5086135864,3.5507774353,3.7334687710,3.7717759609,3.7026569843,3.5884563923,3.7224605083,3.8142600060,15.3996238708,18.2150325775,16.1129741669,17.2352828979,17.7963161469,18.3715763092,16.9194526672,19.2555637360,17.2218303680,18.0977668762,15.0575313568,18.6989612579,16.6439704895,18.0993652344,17.5373744965,17.2266540527,17.8830718994,18.4226207733,19.3233585358,0.3347368240,0.2357894778,0.2357894778,0.1915789396,0.1789473593,0.2252631634,0.1473684162,0.2252631634,0.2315789461,0.2442105263,0.2694736719,0.2842105329,0.1957894713,0.2189473659,0.2294736803,0.1957894713,0.1936842054,0.2905263007,0.1578947306,2.0000000000
713,0.3239651024,0.0000000000,5.0687198639,4.9361877441,5.2458539009,4.9115319252,4.5208120346,4.6414542198,5.0209059715,4.4941849709,5.0812692642,4.7536783218,4.6554641724,4.5287933350,4.0750451088,4.3227195740,4.6015987396,4.2627005577,5.1243071556,5.3281898499,4.5110349655,3.3252129555,3.3216156960,3.3803107738,3.4432156086,3.3232157230,3.2968327999,3.3167619705,3.4040524960,3.6759250164,3.4181718826,3.2390828133,3.2175314426,3.3109521866,3.3399906158,3.3803656101,3.3342628479,3.3963003159,3.4158544540,3.4868867397,12.2738132477,13.8138818741,12.3828153610,13.6489210129,12.7417869568,13.9225349426,13.9681682587,14.6315650940,15.7222890854,15.3824443817,12.3555650711,11.8002004623,12.6215515137,13.6312923431,13.7350368500,13.4465065002,13.8226852417,14.8799390793,14.3012733459,0.1768421084,0.3452631533,0.2484210581,0.2252631485,0.1936842054,0.1936842054,0.2484210581,0.2378947437,0.1768421084,0.1431578994,0.3073684275,0.2884210646,0.1894736886,0.2000000030,0.1915789396,0.2084210515,0.1852631569,0.2084210515,0.2757894695,0.0000000000
448,0.2776571214,0.0199480187,3.8660078049,4.2005352974,4.0511960983,3.8653643131,4.2496452332,4.0039877892,4.3283691406,4.1398301125,4.3575496674,3.9837152958,3.8064358234,3.9273996353,4.2643933296,4.1091151237,4.1715087891,3.8324825764,3.6373386383,4.1327366829,4.1619820595,3.2832705975,3.3068192005,3.3526291847,3.3419878483,3.3392052650,3.3728787899,3.3398489952,3.4105610847,3.3799872398,3.3423628807,3.3411476612,3.2782976627,3.3069574833,3.4558544159,3.2737863064,3.4150176048,3.2852129936,3.2872653008,3.3403656483,12.6233682632,13.4444198608,12.7236433029,12.8827838898,12.9667406082,13.2541685104,13.3397359848,13.0214624405,13.2650718689,12.6942367554,12.7498645782,12.8773546219,12.8729457855,13.2469463348,12.7894201279,13.1513757706,13.3583078384,13.2070169449,13.0055198669,0.2547368407,0.3389473557,0.2947368324,0.1663157940,0.2399999946,0.2463157922,0.2210526317,0.3810526133,0.2168421000,0.2947368324,0.4273684323,0.2631579041,0.2736842036,0.2105263174,0.2315789461,0.2694736719,0.2126315832,0.2757894695,0.3010526299,0.0000000000
2248,0.3509458899,0.0199636444,3.0364935398,3.0695943832,2.7809278965,3.0637769699,2.8243262768,2.6968724728,2.7133867741,2.6567466259,2.9383528233,2.7074260712,3.1234028339,3.2411253452,2.6480579376,2.9762721062,2.7926919460,2.8093752861,2.7089991570,2.8736176491,2.6305272579,3.1318597794,3.2007565498,3.1937863827,3.2321674824,3.3308813572,3.1934111118,3.3308813572,3.1917889118,3.2125585079,3.2166912556,3.1897916794,3.2068867683,3.2186884880,3.1742627621,3.2848894596,3.2726292610,3.1547646523,3.2657136917,3.2485637665,10.9487361908,11.0403928757,11.4636497498,11.2071552277,11.5273504257,11.1383466721,11.2605009079,10.9080352783,10.6356897354,10.7674493790,10.9533777237,11.2919530869,10.2017803192,11.5001077652,10.7705011368,11.0845508575,11.2233076096,11.7640171051,11.0309886932,0.1473684162,0.1389473677,0.1178947315,0.2168421000,0.1199999973,0.1326315850,0.0736842081,0.1157894731,0.1326315850,0.0968421027,0.1621052623,0.1368421018,0.1621052623,0.1642105281,0.1536842138,0.1768421084,0.1199999973,0.1515789479,0.0947368443,2.0000000000
361,0.3219237924,0.0199741740,3.2279889584,3.2132432461,3.1242897511,3.3763887882,3.6254775524,3.4232194424,3.5719597340,3.5172605515,3.3586802483,3.8031382561,3.0678758621,3.4720013142,3.5556714535,3.6802484989,3.5441448689,3.4016039371,3.3382706642,3.8067188263,3.4965367317,3.2900445461,3.2661755085,3.0881021023,3.2505612373,3.3876562119,3.2629067898,3.4035358429,3.2137150764,3.2351367474,3.3561172485,3.1268868446,3.3386886120,3.2869722843,3.2628247738,3.2596669197,3.2885637283,3.2676560879,3.2774605751,3.2221529484,12.1235742569,11.6348438263,11.5151271820,11.3267736435,12.1519613266,11.9762372971,12.6096525192,12.3098936081,12.2452077866,13.4346284866,11.6453714371,12.2990779877,11.6040201187,12.0147476196,12.2979869843,12.0516920090,11.6578102112,12.1773433685,12.3860473633,0.2442105263,0.3452631533,0.2084210515,0.0926315784,0.1684210449,0.2231578976,0.2084210515,0.1578947306,0.1515789479,0.1936842054,0.1052631587,0.1115789488,0.1094736829,0.1705263108,0.1578947306,0.1663157940,0.1410526335,0.1894736886,0.1305263191,0.0000000000
2040,0.3387745321,0.0211111102,4.2656259537,3.7968592644,3.5844151974,3.9766993523,3.6863532066,3.5322871208,3.8050277233,3.7866623402,4.2727093697,3.9113118649,4.1017565727,3.7571523190,3.4012374878,3.4582688808,3.9838664532,4.0343174934,3.6495089531,3.8415758610,3.9207124710,3.3394739628,3.3607206345,3.2141773701,3.5235359669,3.4558544159,3.5049042702,3.4774606228,3.3698065281,3.4863700867,3.4448895454,3.5104904175,3.3675029278,3.4117214680,3.4122655392,3.5419845581,3.4212024212,3.4178516865,3.4435908794,3.5081179142,13.8953094482,14.0041427612,13.5824480057,14.2132225037,13.9917583466,14.0958404541,14.6004352570,14.2959556580,16.0847530365,14.8718433380,15.5914297104,15.4029674530,13.1601409912,13.8966522217,13.6080474854,13.4175682068,13.4973545074,15.1766080856,15.5966358185,0.1431578994,0.1726315767,0.3031578958,0.2926315665,0.2231578976,0.2968420982,0.1915789396,0.1978947371,0.1852631569,0.4273684323,0.2042105198,0.3410526216,0.2442105263,0.2905263305,0.1915789545,0.2905263007,0.2631579041,0.4526315629,0.2484210581,2.0000000000
602,0.2633261681,0.0197037030,2.2773292065,2.1715297699,2.4523317814,2.2617332935,2.2924573421,2.2931549549,2.3560533524,2.3382403851,2.4104490280,2.3815190792,2.2231953144,2.1606659889,2.4146533012,2.2749383450,2.3673570156,2.4009315968,2.3157942295,2.3155176640,2.3815190792,3.4279763699,3.3921947479,3.3977808952,3.4072923660,3.3819844723,3.4309520721,3.3317215443,3.3677270412,3.3798489571,3.3068192005,3.3492751122,3.3672924042,3.4075853825,3.3439817429,3.4027538300,3.4387593269,3.3811476231,3.3758544922,3.3068192005,12.5126428604,12.9687004089,11.9155111313,12.4911241531,12.7234363556,13.1969404221,12.7458410263,12.7406644821,12.1474437714,12.6279191971,11.5072612762,12.7439374924,11.8323507309,12.9187479019,12.2625179291,12.3974790573,12.2299385071,12.9364366531,12.6245555878,0.2147368342,0.1621052623,0.1599999964,0.1810526252,0.1578947306,0.2105263174,0.2652631700,0.1705263108,0.3199999928,0.2315789461,0.1199999973,0.1852631569,0.1515789479,0.3178947270,0.1726315767,0.2884210646,0.1621052623,0.1768421084,0.1536842138,0.0000000000
1838,0.3467253149,0.0199999996,2.5685868263,3.4239799976,3.2498788834,3.0846300125,3.6215262413,3.5410230160,3.5257978439,3.2129423618,3.5277376175,3.3659524918,2.8738996983,2.7599353790,2.7734456062,3.2230575085,2.9943881035,4.0294876099,2.7897760868,3.7221589088,3.2449538708,3.0517215729,3.1854870319,3.3696694374,3.2370822430,3.3580045700,3.2849748135,3.2739279270,3.2931022644,3.2513980865,3.3640525341,3.4130201340,3.3668868542,3.3143029213,3.3000726700,3.2435908318,3.3464958668,3.3713979721,3.2111051083,3.3029067516,11.5461473465,12.0568284988,12.1569175720,11.3955373764,12.6189098358,11.1011095047,11.3204479218,11.3229274750,11.3589668274,11.5347633362,13.0618839264,12.8931388855,11.6090822220,11.4183797836,11.9284744263,12.2994003296,12.2537212372,11.4390363693,11.3175420761,0.1621052623,0.2210526317,0.2526315749,0.2231578976,0.2084210515,0.2273684144,0.2105263174,0.2842105329,0.2463157922,0.2231578976,0.3431578875,0.3347368538,0.1957894713,0.4210526347,0.3052631617,0.2505263090,0.2442105263,0.1978947371,0.2273684293,2.0000000000
